Miconazole_drugsCom	Miconazole_MedEffect	Miconazole_OpenFDA	Miconazole_Twitter	sideefects	known_sideeffect_medlineplus_drugs_com_webmd
0.6895011169024572	0.03614457831325301	0.08958475153165417	0.04306864064602961	, burns injuries,burned,burning lesions,burn,burning,burn lesion,burns,burn injury,burns injury,burning injuries,burn injuries,burnings,burning disorders	irritation or burning in the place where you applied the medication_nan_nan
0.6889880952380952	0.021645021645021644	0.08063606631329649	0.04306864064602961	, burning sensation,burn sensation,burning,sensation burning,burning sensations	irritation or burning in the place where you applied the medication_nan_nan
