Miconazole_drugsCom	Miconazole_MedEffect	Miconazole_OpenFDA	Miconazole_Twitter	sideefects
0.003977724741447892	0.017241379310344827	0.03159486016628873	0.003067484662576687	, vagina discomfort,vaginal discomfort,discomfort vagina
0.028571428571428567	0.05882352941176471	0.0958592446534203	0.003058103975535168	, burning vaginal,vaginal burning,burns vaginal,vaginal burn
0.05229793977812995	0.021645021645021644	0.08052857465552292	0.0030303030303030303	, burning sensation, Burning sensation
0.0007739938080495358	0.0006127450980392157	0.009926524256727166	0.0028901734104046237	, abdominal pain, Abdominal pain
0.00374251497005988	0.0016891891891891893	0.0054143126177024475	0.0020833333333333333	, back pain, Back pain
