Venlafaxine_drugsCom	Venlafaxine_MedEffect	Venlafaxine_OpenFDA	Venlafaxine_Twitter	sideefects
0.0030211480362537764	0.0002136295663319804	0.0017067494181536075	0.0020202020202020198	, sleep apnea syndromes,apnea sleep,apnea syndrome,sleep-disordered breathing,apnea sleeping,sleep apnea,breathing sleep disorder,sleep breath disorder,sleep hypopnea,sleep apnea syndrome,apnoea sleeping,sleep apnoea syndrome,breathing disorders sleep,sleep disordered breathing,breathing disorder sleep,apnea sleep syndrome,sleep apnoea,sleep apneas,syndrome sleep apnea,breathing disorder during sleeping
0.002493765586034913	0.0021182360870402464	0.003470787538219982	0.002007628990162618	, back pain, Back pain
0.008746355685131196	0.012244078683259736	0.026485904112048844	0.0018457752255947497	, suicidal ideation, Suicidal ideation
0.008670520231213872	0.0031527093596059115	0.0078084865920065765	0.0018389865140988968	, muscle spasms,muscles spasms,muscle spasm,spasms,spasms muscle,muscles spasmed,of muscle spasm,muscles spasm,spasm,spasm muscle,muscular spasms,muscular spasm
0.005681818181818182	0.00235143223599829	0.003970678069639585	0.0013831258644536654	, jumpiness,jittery feeling,jitteriness,feeling jittery
0.003105590062111801	0.0050536955148452285	0.00706609745326071	0.0012376237623762374	, muscle twitching, Muscle twitching
0.0030959752321981426	0.0050536955148452285	0.007061939090775342	0.0012376237623762374	, fasciculations,fasciculations muscle,muscle flutter,muscle fasciculation,muscle twitching,fasciculation,muscular fasciculation,fasciculation muscles,fluttering muscle,flutters muscle,fasciculation muscle
0.012232415902140671	0.0014896786550329855	0.0026508654295961326	0.0012345679012345679	, sweat cold,cold sweat,cold sweats
0.012307692307692308	0.0014896786550329855	0.0026521060842433697	0.0012345679012345679	, cold sweat, Cold sweat
0.003058103975535168	0.0002145002145002145	0.0006771626883358727	0.0010309278350515462	, menopausal symptoms,menopausal symptom, menopausal symptoms, Menopausal symptoms
0.00546448087431694	0.0008790436005625879	0.004155478839023142	0.0010281719103434094	, extremities pains,pain extremity,limb pain,pain limb,extremities pain,pain extremities,limb ach,extremity pain,limbs pain,aching limbs
0.002840909090909091	0.007618283881315156	0.018320119991429185	0.0010275380189066997	, suicide attempt, Suicide attempt
0.0030959752321981426	0.00889503854516703	0.015782057303898544	0.0010241704219582136	, drug-drug interaction,interactions drug,drug interaction with,drugs interactions,drug drug interactions,drug drugs interactions,drug drug interaction,drug interactions,drug interaction,interaction drug,drugs interaction
0.0028985507246376808	0.0010579771476936098	0.0035887033858636288	0.0008220304151253597	, restless legs syndrome, Restless legs syndrome
0.0059880239520958105	0.0006380263717566992	0.0040473692100134896	0.0008211866146581808	, intolerance cold,sensitive to cold,feel cold,sensitive cold,cold sensitive,cold sensitivity,cold feel,sensitivity cold,cold feelings,cold intolerance
0.002976190476190476	0.0031527093596059115	0.00782053920559786	0.0008211866146581808	, muscle spasms, Muscle spasms
0.011396011396011395	0.003101095720487905	0.008645533141210375	0.0008203445447087777	, impairments memory,impairment memory,poor memory,memory poor,memory problems,memory disturbance,memory deficits,memory impairment,impaired memory,bad memory,memory deficit,impair memory
0.003115264797507788	0.02279368790181181	0.06146524565989678	0.0006184291898577612	, withdrawal syndrome,substance withdrawal syndrome,syndromes withdrawal
0.005449591280653951	0.00211999152003392	0.008713942307692308	0.0006170300287947348	, lack libido,libido decreased,loss libido,lack of libido,low libido,reduced libido,decreased libido,loss of libido,libido loss
0.0030303030303030303	0.00021253985122210407	0.001697792869269949	0.0006167763157894736	, neoplastic syndrome,neoplasia,neoplastic syndromes,nos tumor,neoplasm nos,tumours,neoplasms,diseases neoplastic,neoplasm,neoplastic disease,tumor,tumour,tumors,neoplastic growth,neoplasias
0.003105590062111801	0.004354136429608128	0.013526119402985074	0.0006145022531749282	, increased blood pressure,blood elevate pressure,blood pressure elevated,elevated bp,increase blood pressure,rise in blood pressure,blood pressure raising,increase in blood pressure,blood elevates pressure,blood elevations pressure,blood pressure rise,blood pressure increase,blood elevation pressure,elevation blood pressure,blood increase pressure,blood increases pressure,elevate blood pressure,blood pressure rises,elevated blood pressure,blood increasing pressure,blood pressure elevation
0.003076923076923077	0.0006380263717566992	0.0037838655970939923	0.00041211621677312996	, feeling cold, Feeling cold
0.006289308176100629	0.00021312872975277067	0.0019433198380566805	0.00041211621677312996	, psychiatrics symptoms,mental symptom,symptoms psychiatric,mental symptoms,psychiatric symptoms
0.0030120481927710845	0.0006421232876712327	0.0021208907741251328	0.0004110152075626799	, distressing,distress
0.0030959752321981426	0.0002145002145002145	0.00016883336147222692	0.0004074979625101874	, sleep talking, Sleep talking
0.0031645569620253164	0.002340425531914895	0.005656627426998929	0.00020648358455502787	, urinary retention, Urinary retention
0.003105590062111801	0.000637213254035684	0.005998500374906273	0.0002063983488132095	, blood triglycerides, blood cholesterol, Blood cholesterol
0.003134796238244514	0.002497918401332223	0.007693247038710466	0.0002063557573256294	, heart rate increased, Heart rate increased, heart rate decreased, Heart rate decreased
0.0029850746268656717	0.0002140410958904109	0.000826856292376385	0.0002063557573256294	, energy increasing,increased energy
0.003154574132492113	0.002340425531914895	0.005639384240207285	0.00020627062706270627	, retention urinary,bladder retention,inability to empty bladder,passed urine,retention urine,retention of urine,bladder urine retention,unable to empty bladder,urine retention,pass urine,bladder unable to empty,urinary retention
0.003115264797507788	0.02279368790181181	0.061469365866738165	0.0002061855670103093	, withdrawal syndrome, Withdrawal syndrome
0.0026809651474530827	0.00021422450728363329	0.0010018367006177993	0.0002059308072487644	, negative thoughts, Negative thoughts
0.00308641975308642	0.00235143223599829	0.003970678069639585	0.00020550760378133998	, feeling jittery, Feeling jittery
0.0057803468208092465	0.000637213254035684	0.003187962254526907	0.00020024028834601522	, occluded,blocked,obstructions,obstruction,occlusions,blocks,occlusion,block,occluding
0.002976190476190476	0.000848716316571186	0.0043474322977991135	0.00019758940920766647	, abuses drugs,drug abuse,disorder drug abuse,abuse drug,abuses drug,abuse disorders drug
