Paroxetine_drugsCom	Paroxetine_MedEffect	Paroxetine_OpenFDA	Paroxetine_Twitter	sideefects
0.004310344827586207	0.007428571428571427	0.022758541618894748	0.0007012622720897618	, attempts suicides,attempted suicide,suicide attempts,attempt suicide,suicide attempt
0.0020891364902506965	0.00035373187124159886	0.0019692087361260296	0.0006968641114982577	, aches ear,ear pains,earaches,pain ear,ears pain,otalgia,pain in ear,earache,ear pain,ache ears,pain in the ear,ear aches,ache ear,ear ache
0.004908835904628331	0.001001780943900267	0.004508755373807277	0.0006902502157031924	, back pain, Back pain
0.0042105263157894745	0.000706547338671691	0.008244994110718492	0.0006882312456985548	, eating disorder,eating disorders,disordered eating,disorders eating,disorder eating
0.004434589800443459	0.0024647887323943664	0.00864475461503827	0.0005309734513274337	, hot flush, Hot flush
0.002958579881656805	0.0004724223455769458	0.004069175991861648	0.0005294740557712672	, erectile dysfunction, Erectile dysfunction
0.002958579881656805	0.0004724223455769458	0.004069175991861648	0.0005294740557712672	, erectile dysfunction,erectile dysfunctions,dysfunction erectile,dysfunctioning erectile,male erectile disorder
0.0029455081001472753	0.00023548804898151424	0.0012644889357218126	0.0005289139633286318	, neoplastic syndrome,neoplasia,neoplastic syndromes,nos tumor,neoplasm nos,tumours,neoplasms,diseases neoplastic,neoplasm,neoplastic disease,tumor,tumour,tumors,neoplastic growth,neoplasias
0.001401541695865452	0.00035373187124159886	0.00174231728198504	0.0005247507433968865	, ear pain, Ear pain
0.0014545454545454545	0.00011745360582569883	0.0006980908732206267	0.0005202913631633715	, vitamin a, vitamin d
0.01171875	0.0004716981132075472	0.0014516477746548476	0.0005070993914807302	, night waking,night wake,interrupted sleep,middle insomnia,interrupting sleep,fitful sleep,night wakes,waking night
0.0014716703458425313	0.0009435074890906947	0.0014939774035917707	0.00035423308537017357	, loss of libido, Loss of libido
0.00440852314474651	0.00023640661938534283	0.0009938814175233716	0.00035379444542720683	, energy increasing,increased energy
0.0014814814814814814	0.00011824524062906468	0.001583015178322004	0.00035310734463276836	, alcohol abuse, Alcohol abuse
0.001467351430667645	0.0002355435166647038	0.002938906370599062	0.00035260930888575463	, car accident,accident car,accidents road traffic,road traffic accident,accidents cars,accidents car
0.0014792899408284025	0.004164738546968996	0.003494161837929127	0.000351123595505618	, locs,lost consciousness,consciousness loss,unawareness,consiousness loss,loc,loss of consiousness,unconsciousness,loss of consciousness,unconscious
0.0014771048744460858	0.00023665838362323983	0.0004989397530248223	0.00034946706272933774	, brain damage
0.0007342143906020558	0.0004714757190004715	0.0008909370199692779	0.00034722222222222224	, blood test, Blood test
0.0021802325581395357	0.0002353494939985879	0.004070076092726951	0.0003447681434235477	, occluded,blocked,obstructions,obstruction,occlusions,blocks,occlusion,block,occluding
0.0035161744022503515	0.000706547338671691	0.008245990273960191	0.00034458993797381116	, eating disorder, Eating disorder
0.00211864406779661	0.00011788282447247436	0.011600507522204095	0.0003440564252537416	, disorder mood,affective disorder,mood disorder nos,affective disorders,affect disorders,affecting disorders,mood disorder,mood disorders,affecting disorder,affects disorder,disorders mood,affect disorder,affected disorder,disorder affect,affective mood disorders
0.0014814814814814814	0.00023565453045834805	0.0011094674556213018	0.00017717930545712261	, irritable bowel syndrome, Irritable bowel syndrome
0.0007407407407407407	0.00023640661938534283	0.0009938814175233716	0.00017711654268508679	, energy increased, Energy increased
0.0014847809948032665	0.001405152224824356	0.006969171307708695	0.00017686593562079943	, mood altered, Mood altered
0.002941176470588236	0.0004730928444707272	0.0008088098052634853	0.00017664723547076492	, food craving,craving food,crave food,cravings food,crave foods
0.0014760147601476016	0.0004711425206124853	0.0029346131507351817	0.00017661603673613564	, feeling cold, Feeling cold
0.002204261572373255	0.00011816140848398912	0.002721462862734306	0.0001762114537444934	, distressing,distress
0.007097232079488998	0.0003546099290780142	0.003179650238473768	0.00017618040873854828	, disease ear,ear diseases,disorders ear,disorder ears,ear disorder,ear disorders,ear disease,diseases ear,diseases ears,diseases of the ear,disorders earing,disease ears,disease earrings
0.0028985507246376808	0.007428571428571427	0.022758541618894748	0.00017611835153222966	, suicide attempt, Suicide attempt
0.00293470286133529	0.0004711425206124853	0.003112318066701248	0.00017599436818021823	, intolerance cold,sensitive to cold,feel cold,sensitive cold,cold sensitive,cold sensitivity,cold feel,sensitivity cold,cold feelings,cold intolerance
0.007374631268436578	0.011773440814594823	0.040281212787395805	0.00017577781683951485	, weight increased, Weight increased, weight decreased, Weight decreased
0.0014545454545454545	0.016106764841233318	0.05088155578529716	0.00017568517217146873	, suicidal ideation, Suicidal ideation
0.0014695077149155034	0.0001183151916706105	9.342592880944223e-05	0.0001755926251097454	, scan
