Trazodone_drugsCom	Trazodone_MedEffect	Trazodone_OpenFDA	Trazodone_Twitter	sideefects
0.00938337801608579	0.00031279324366593683	0.0006846970215679561	0.0005813953488372093	, eye ache,pain eye,ocular pain,ache eye,pain in eye,eyes pain,pain in eyes,eyes pains,eye pains,pain eyes,eye pain in,ache eyes,aches eye,eye pain
0.002721088435374149	0.001964085297418631	0.0037504934859849976	0.0005795421616922633	, muscle spasms, Muscle spasms
0.0013192612137203164	0.0009244992295839754	0.0006309148264984228	0.0005790387955993051	, personality change,changes personality,change in personality, personality change, Personality change
0.0013888888888888892	0.006458859870822803	0.003459067698896393	0.0005785363031530228	, drug interaction, Drug interaction
0.0013947001394700141	0.005860579888957434	0.0006455777921239509	0.0005780346820809249	, abuse disorder substance,alcohol or drug abuse,chemical abuse,abuse alcohol drugs,abuse substances,abuse problems substance,abusing substance,abused substance,alcohol other drug abuse,disorder substance abuse,drug alcohol abuse,substance abuse disorder,drug abuse alcohol,abuse alcohol drug,substance abuse,alcohol drug abuse,abuse disorders substance,abuse substance
0.002728512960436562	0.006436512580456407	0.0006291286568103178	0.0005755395683453237	, drug withdrawal syndrome,drug withdrawal,drugs withdrawal,drug withdrawals
0.0025412960609911056	0.00031220730565095225	0.0038022813688212928	0.000574052812858783	, increased appetite,appetite stimulating,appetite increasing,appetite increased,appetite increases,increased hunger,appetite increase,appetite stimulate,stimulate appetite,increase appetite
0.0012658227848101266	0.008781869688385268	0.002410883416566213	0.0005709391949757351	, increased appetite, Increased appetite, decreased appetite, Decreased appetite
0.005249343832020997	0.0003172588832487309	0.0007513148009015777	0.0005696382796923955	, depressive symptom, Depressive symptom
0.0013869625520110955	0.00031486146095717883	0.0004670714619336759	0.00029291154071470416	, sinus congestion, Sinus congestion
0.0013947001394700141	0.0018915510718789407	0.00138217000691085	0.000292654375182909	, hypotension orthostatic,hypotension postural,postural hypotension,orthostatic hypotension
0.0013947001394700141	0.0018915510718789407	0.0006939625260235947	0.000292654375182909	, orthostatic hypotension, Orthostatic hypotension
0.0013966480446927375	0.004693366708385482	0.0009836065573770492	0.00029256875365710937	, nasal congestion, Nasal congestion
0.0013774104683195593	0.0022257551669316376	0.0012666244458518052	0.0002918004085205718	, abnormality breathing,breathing disorders,abnormal respiration,breath disorders,breathing abnormalities,disorder breath,dysfunctions respiratory,respiratory dysfunction,breathing problem,breath problems,breathing disorder,breathing problems,dysfunction respiratory,problem breathing,abnormal respirations,abnormal breathing
0.0027548209366391185	0.00031279324366593683	0.00041339396444811904	0.00029163021289005544	, eye pain, Eye pain
0.0013812154696132596	0.00030293850348379284	0.004180602006688963	0.0002913752913752914	, muscles weakness,weakness muscle,muscle weaknesses,muscular weakness,weakness muscles,muscle weakness
0.0013698630136986301	0.0003093102381688834	0.0007112375533428165	0.00029129041654529564	, dry skin, Dry skin
0.0013888888888888892	0.0003176620076238882	0.0014492753623188404	0.0002911208151382824	, alcohol abuse, Alcohol abuse
0.0013698630136986301	0.0003093102381688834	0.000700770847932726	0.0002906131938390003	, dry skin,skin dryness,drying skin,skin dry,dryness skin
0.0013966480446927375	0.005860579888957434	0.0006973500697350073	0.0002905287623474724	, substance abuse, Substance abuse
0.0013966480446927375	0.005860579888957434	0.0006973500697350073	0.0002905287623474724	, substance abuser
0.004120879120879121	0.000942507068803016	0.0005813953488372093	0.00029044437990124886	, sweat cold,cold sweat,cold sweats
0.004132231404958678	0.000942507068803016	0.0005824111822947001	0.00029044437990124886	, cold sweat, Cold sweat
0.0013037809647979141	0.002642960115329169	0.0011834319526627221	0.0002902757619738752	, extremities pains,pain extremity,limb pain,pain limb,extremities pain,pain extremities,limb ach,extremity pain,limbs pain,aching limbs
0.0026560424966799467	0.0018039687312086594	0.0038866026520347507	0.0002892681515765114	, impairments memory,impairment memory,poor memory,memory poor,memory problems,memory disturbance,memory deficits,memory impairment,impaired memory,bad memory,memory deficit,impair memory
0.0026990553306342783	0.0003083564600678384	0.0003297065611605672	0.0002872737719046251	, skin scale,peeling of skin,desquamation,of skin peeling,peel skin,exfoliation,scaled skin,skin peel,exfoliate,scaling,skin flaking,scales skin,flakes skin,flaking skin,scaling skin,exfoliating,peeling skins,peeling skin,skin desquamation,peels skin,skin exfoliation,skin scaling,skin flake,skin peeling,exfoliated,flake skin
0.0013793103448275859	0.0009416195856873825	0.002150537634408602	0.00028498147620404675	, hyperkinetic movement,hyperkinesia,hyperkinesias,motor hyperactivity,hyperactivity,hyperactivities,hyperactive behavior,hyperkinesis
0.001367989056087551	0.001252740369558409	0.004929241532835109	0.00028392958546280523	, drug abuse, Drug abuse
0.001367989056087551	0.001252740369558409	0.004929241532835109	0.00028392958546280523	, drug abuser, Drug abuser
0.002721088435374149	0.001252740369558409	0.005040957781978576	0.00027480076944215437	, abuses drugs,drug abuse,disorder drug abuse,abuse drug,abuses drug,abuse disorders drug
0.001298701298701299	0.003372164316370325	0.002348796241926013	0.0002679528403001072	, cancer,tumor malignant,neoplasm cancer,blastoma,cancers,malignant tumors,malignant neoplasm,malignant neoplasms,malignant tumours,blastomas,malignancies,malignant tumor,malignant tumour,cancer nos,cancer neoplasms,ca cancer
